,image,depth,normal,control_geo
14466,../../data/IRS/SCLRestaurant001/l_00816.png,../../data/IRS/SCLRestaurant001/d_00816.exr,../../data/IRS/SCLRestaurant001/n_00816.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00816.png
14467,../../data/IRS/SCLRestaurant001/l_00817.png,../../data/IRS/SCLRestaurant001/d_00817.exr,../../data/IRS/SCLRestaurant001/n_00817.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00817.png
14468,../../data/IRS/SCLRestaurant001/l_00818.png,../../data/IRS/SCLRestaurant001/d_00818.exr,../../data/IRS/SCLRestaurant001/n_00818.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00818.png
14469,../../data/IRS/SCLRestaurant001/l_00819.png,../../data/IRS/SCLRestaurant001/d_00819.exr,../../data/IRS/SCLRestaurant001/n_00819.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00819.png
14470,../../data/IRS/SCLRestaurant001/l_00821.png,../../data/IRS/SCLRestaurant001/d_00821.exr,../../data/IRS/SCLRestaurant001/n_00821.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00821.png
14471,../../data/IRS/SCLRestaurant001/l_00822.png,../../data/IRS/SCLRestaurant001/d_00822.exr,../../data/IRS/SCLRestaurant001/n_00822.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00822.png
14472,../../data/IRS/SCLRestaurant001/l_00823.png,../../data/IRS/SCLRestaurant001/d_00823.exr,../../data/IRS/SCLRestaurant001/n_00823.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00823.png
14473,../../data/IRS/SCLRestaurant001/l_00827.png,../../data/IRS/SCLRestaurant001/d_00827.exr,../../data/IRS/SCLRestaurant001/n_00827.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00827.png
14474,../../data/IRS/SCLRestaurant001/l_00828.png,../../data/IRS/SCLRestaurant001/d_00828.exr,../../data/IRS/SCLRestaurant001/n_00828.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00828.png
14475,../../data/IRS/SCLRestaurant001/l_00829.png,../../data/IRS/SCLRestaurant001/d_00829.exr,../../data/IRS/SCLRestaurant001/n_00829.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00829.png
14476,../../data/IRS/SCLRestaurant001/l_00830.png,../../data/IRS/SCLRestaurant001/d_00830.exr,../../data/IRS/SCLRestaurant001/n_00830.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00830.png
14477,../../data/IRS/SCLRestaurant001/l_00831.png,../../data/IRS/SCLRestaurant001/d_00831.exr,../../data/IRS/SCLRestaurant001/n_00831.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00831.png
14478,../../data/IRS/SCLRestaurant001/l_00832.png,../../data/IRS/SCLRestaurant001/d_00832.exr,../../data/IRS/SCLRestaurant001/n_00832.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00832.png
14479,../../data/IRS/SCLRestaurant001/l_00833.png,../../data/IRS/SCLRestaurant001/d_00833.exr,../../data/IRS/SCLRestaurant001/n_00833.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00833.png
14480,../../data/IRS/SCLRestaurant001/l_00834.png,../../data/IRS/SCLRestaurant001/d_00834.exr,../../data/IRS/SCLRestaurant001/n_00834.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00834.png
14481,../../data/IRS/SCLRestaurant001/l_00835.png,../../data/IRS/SCLRestaurant001/d_00835.exr,../../data/IRS/SCLRestaurant001/n_00835.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00835.png
14482,../../data/IRS/SCLRestaurant001/l_00836.png,../../data/IRS/SCLRestaurant001/d_00836.exr,../../data/IRS/SCLRestaurant001/n_00836.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00836.png
14483,../../data/IRS/SCLRestaurant001/l_00837.png,../../data/IRS/SCLRestaurant001/d_00837.exr,../../data/IRS/SCLRestaurant001/n_00837.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00837.png
14484,../../data/IRS/SCLRestaurant001/l_00838.png,../../data/IRS/SCLRestaurant001/d_00838.exr,../../data/IRS/SCLRestaurant001/n_00838.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00838.png
14485,../../data/IRS/SCLRestaurant001/l_00839.png,../../data/IRS/SCLRestaurant001/d_00839.exr,../../data/IRS/SCLRestaurant001/n_00839.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00839.png
14486,../../data/IRS/SCLRestaurant001/l_00841.png,../../data/IRS/SCLRestaurant001/d_00841.exr,../../data/IRS/SCLRestaurant001/n_00841.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00841.png
14487,../../data/IRS/SCLRestaurant001/l_00842.png,../../data/IRS/SCLRestaurant001/d_00842.exr,../../data/IRS/SCLRestaurant001/n_00842.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00842.png
14488,../../data/IRS/SCLRestaurant001/l_00843.png,../../data/IRS/SCLRestaurant001/d_00843.exr,../../data/IRS/SCLRestaurant001/n_00843.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00843.png
14489,../../data/IRS/SCLRestaurant001/l_00844.png,../../data/IRS/SCLRestaurant001/d_00844.exr,../../data/IRS/SCLRestaurant001/n_00844.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00844.png
14490,../../data/IRS/SCLRestaurant001/l_00845.png,../../data/IRS/SCLRestaurant001/d_00845.exr,../../data/IRS/SCLRestaurant001/n_00845.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00845.png
14491,../../data/IRS/SCLRestaurant001/l_00846.png,../../data/IRS/SCLRestaurant001/d_00846.exr,../../data/IRS/SCLRestaurant001/n_00846.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00846.png
14492,../../data/IRS/SCLRestaurant001/l_00847.png,../../data/IRS/SCLRestaurant001/d_00847.exr,../../data/IRS/SCLRestaurant001/n_00847.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00847.png
14493,../../data/IRS/SCLRestaurant001/l_00848.png,../../data/IRS/SCLRestaurant001/d_00848.exr,../../data/IRS/SCLRestaurant001/n_00848.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00848.png
14494,../../data/IRS/SCLRestaurant001/l_00849.png,../../data/IRS/SCLRestaurant001/d_00849.exr,../../data/IRS/SCLRestaurant001/n_00849.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00849.png
14495,../../data/IRS/SCLRestaurant001/l_00850.png,../../data/IRS/SCLRestaurant001/d_00850.exr,../../data/IRS/SCLRestaurant001/n_00850.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00850.png
14496,../../data/IRS/SCLRestaurant001/l_00851.png,../../data/IRS/SCLRestaurant001/d_00851.exr,../../data/IRS/SCLRestaurant001/n_00851.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00851.png
14497,../../data/IRS/SCLRestaurant001/l_00852.png,../../data/IRS/SCLRestaurant001/d_00852.exr,../../data/IRS/SCLRestaurant001/n_00852.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00852.png
14498,../../data/IRS/SCLRestaurant001/l_00853.png,../../data/IRS/SCLRestaurant001/d_00853.exr,../../data/IRS/SCLRestaurant001/n_00853.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00853.png
14499,../../data/IRS/SCLRestaurant001/l_00854.png,../../data/IRS/SCLRestaurant001/d_00854.exr,../../data/IRS/SCLRestaurant001/n_00854.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00854.png
14500,../../data/IRS/SCLRestaurant001/l_00855.png,../../data/IRS/SCLRestaurant001/d_00855.exr,../../data/IRS/SCLRestaurant001/n_00855.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00855.png
14501,../../data/IRS/SCLRestaurant001/l_00856.png,../../data/IRS/SCLRestaurant001/d_00856.exr,../../data/IRS/SCLRestaurant001/n_00856.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00856.png
14502,../../data/IRS/SCLRestaurant001/l_00857.png,../../data/IRS/SCLRestaurant001/d_00857.exr,../../data/IRS/SCLRestaurant001/n_00857.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00857.png
14503,../../data/IRS/SCLRestaurant001/l_00858.png,../../data/IRS/SCLRestaurant001/d_00858.exr,../../data/IRS/SCLRestaurant001/n_00858.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00858.png
14504,../../data/IRS/SCLRestaurant001/l_00859.png,../../data/IRS/SCLRestaurant001/d_00859.exr,../../data/IRS/SCLRestaurant001/n_00859.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00859.png
14505,../../data/IRS/SCLRestaurant001/l_00861.png,../../data/IRS/SCLRestaurant001/d_00861.exr,../../data/IRS/SCLRestaurant001/n_00861.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00861.png
14506,../../data/IRS/SCLRestaurant001/l_00862.png,../../data/IRS/SCLRestaurant001/d_00862.exr,../../data/IRS/SCLRestaurant001/n_00862.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00862.png
14507,../../data/IRS/SCLRestaurant001/l_00866.png,../../data/IRS/SCLRestaurant001/d_00866.exr,../../data/IRS/SCLRestaurant001/n_00866.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00866.png
14508,../../data/IRS/SCLRestaurant001/l_00867.png,../../data/IRS/SCLRestaurant001/d_00867.exr,../../data/IRS/SCLRestaurant001/n_00867.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00867.png
14509,../../data/IRS/SCLRestaurant001/l_00868.png,../../data/IRS/SCLRestaurant001/d_00868.exr,../../data/IRS/SCLRestaurant001/n_00868.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00868.png
14510,../../data/IRS/SCLRestaurant001/l_00869.png,../../data/IRS/SCLRestaurant001/d_00869.exr,../../data/IRS/SCLRestaurant001/n_00869.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00869.png
14511,../../data/IRS/SCLRestaurant001/l_00870.png,../../data/IRS/SCLRestaurant001/d_00870.exr,../../data/IRS/SCLRestaurant001/n_00870.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00870.png
14512,../../data/IRS/SCLRestaurant001/l_00871.png,../../data/IRS/SCLRestaurant001/d_00871.exr,../../data/IRS/SCLRestaurant001/n_00871.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00871.png
14513,../../data/IRS/SCLRestaurant001/l_00872.png,../../data/IRS/SCLRestaurant001/d_00872.exr,../../data/IRS/SCLRestaurant001/n_00872.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00872.png
14514,../../data/IRS/SCLRestaurant001/l_00873.png,../../data/IRS/SCLRestaurant001/d_00873.exr,../../data/IRS/SCLRestaurant001/n_00873.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00873.png
14515,../../data/IRS/SCLRestaurant001/l_00874.png,../../data/IRS/SCLRestaurant001/d_00874.exr,../../data/IRS/SCLRestaurant001/n_00874.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00874.png
14516,../../data/IRS/SCLRestaurant001/l_00875.png,../../data/IRS/SCLRestaurant001/d_00875.exr,../../data/IRS/SCLRestaurant001/n_00875.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00875.png
14517,../../data/IRS/SCLRestaurant001/l_00876.png,../../data/IRS/SCLRestaurant001/d_00876.exr,../../data/IRS/SCLRestaurant001/n_00876.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00876.png
14518,../../data/IRS/SCLRestaurant001/l_00877.png,../../data/IRS/SCLRestaurant001/d_00877.exr,../../data/IRS/SCLRestaurant001/n_00877.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00877.png
14519,../../data/IRS/SCLRestaurant001/l_00878.png,../../data/IRS/SCLRestaurant001/d_00878.exr,../../data/IRS/SCLRestaurant001/n_00878.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00878.png
14520,../../data/IRS/SCLRestaurant001/l_00879.png,../../data/IRS/SCLRestaurant001/d_00879.exr,../../data/IRS/SCLRestaurant001/n_00879.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00879.png
14521,../../data/IRS/SCLRestaurant001/l_00881.png,../../data/IRS/SCLRestaurant001/d_00881.exr,../../data/IRS/SCLRestaurant001/n_00881.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00881.png
14522,../../data/IRS/SCLRestaurant001/l_00882.png,../../data/IRS/SCLRestaurant001/d_00882.exr,../../data/IRS/SCLRestaurant001/n_00882.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00882.png
14523,../../data/IRS/SCLRestaurant001/l_00883.png,../../data/IRS/SCLRestaurant001/d_00883.exr,../../data/IRS/SCLRestaurant001/n_00883.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00883.png
14524,../../data/IRS/SCLRestaurant001/l_00884.png,../../data/IRS/SCLRestaurant001/d_00884.exr,../../data/IRS/SCLRestaurant001/n_00884.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00884.png
14525,../../data/IRS/SCLRestaurant001/l_00885.png,../../data/IRS/SCLRestaurant001/d_00885.exr,../../data/IRS/SCLRestaurant001/n_00885.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00885.png
14526,../../data/IRS/SCLRestaurant001/l_00886.png,../../data/IRS/SCLRestaurant001/d_00886.exr,../../data/IRS/SCLRestaurant001/n_00886.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00886.png
14527,../../data/IRS/SCLRestaurant001/l_00887.png,../../data/IRS/SCLRestaurant001/d_00887.exr,../../data/IRS/SCLRestaurant001/n_00887.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00887.png
14528,../../data/IRS/SCLRestaurant001/l_00740.png,../../data/IRS/SCLRestaurant001/d_00740.exr,../../data/IRS/SCLRestaurant001/n_00740.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00740.png
14529,../../data/IRS/SCLRestaurant001/l_00760.png,../../data/IRS/SCLRestaurant001/d_00760.exr,../../data/IRS/SCLRestaurant001/n_00760.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00760.png
14530,../../data/IRS/SCLRestaurant001/l_00780.png,../../data/IRS/SCLRestaurant001/d_00780.exr,../../data/IRS/SCLRestaurant001/n_00780.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00780.png
14531,../../data/IRS/SCLRestaurant001/l_00800.png,../../data/IRS/SCLRestaurant001/d_00800.exr,../../data/IRS/SCLRestaurant001/n_00800.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00800.png
14532,../../data/IRS/SCLRestaurant001/l_00820.png,../../data/IRS/SCLRestaurant001/d_00820.exr,../../data/IRS/SCLRestaurant001/n_00820.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00820.png
14533,../../data/IRS/SCLRestaurant001/l_00840.png,../../data/IRS/SCLRestaurant001/d_00840.exr,../../data/IRS/SCLRestaurant001/n_00840.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00840.png
14534,../../data/IRS/SCLRestaurant001/l_00860.png,../../data/IRS/SCLRestaurant001/d_00860.exr,../../data/IRS/SCLRestaurant001/n_00860.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00860.png
14535,../../data/IRS/SCLRestaurant001/l_00880.png,../../data/IRS/SCLRestaurant001/d_00880.exr,../../data/IRS/SCLRestaurant001/n_00880.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00880.png
14536,../../data/IRS/SCLRestaurant001/l_00360.png,../../data/IRS/SCLRestaurant001/d_00360.exr,../../data/IRS/SCLRestaurant001/n_00360.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00360.png
14537,../../data/IRS/SCLRestaurant001/l_00720.png,../../data/IRS/SCLRestaurant001/d_00720.exr,../../data/IRS/SCLRestaurant001/n_00720.exr,../../data/depthanything/IRS/SCLRestaurant001/l_00720.png
14538,../../data/IRS/SCLRestaurant001_BL2/l_00001.png,../../data/IRS/SCLRestaurant001_BL2/d_00001.exr,../../data/IRS/SCLRestaurant001_BL2/n_00001.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00001.png
14539,../../data/IRS/SCLRestaurant001_BL2/l_00002.png,../../data/IRS/SCLRestaurant001_BL2/d_00002.exr,../../data/IRS/SCLRestaurant001_BL2/n_00002.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00002.png
14540,../../data/IRS/SCLRestaurant001_BL2/l_00003.png,../../data/IRS/SCLRestaurant001_BL2/d_00003.exr,../../data/IRS/SCLRestaurant001_BL2/n_00003.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00003.png
14541,../../data/IRS/SCLRestaurant001_BL2/l_00004.png,../../data/IRS/SCLRestaurant001_BL2/d_00004.exr,../../data/IRS/SCLRestaurant001_BL2/n_00004.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00004.png
14542,../../data/IRS/SCLRestaurant001_BL2/l_00005.png,../../data/IRS/SCLRestaurant001_BL2/d_00005.exr,../../data/IRS/SCLRestaurant001_BL2/n_00005.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00005.png
14543,../../data/IRS/SCLRestaurant001_BL2/l_00006.png,../../data/IRS/SCLRestaurant001_BL2/d_00006.exr,../../data/IRS/SCLRestaurant001_BL2/n_00006.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00006.png
14544,../../data/IRS/SCLRestaurant001_BL2/l_00007.png,../../data/IRS/SCLRestaurant001_BL2/d_00007.exr,../../data/IRS/SCLRestaurant001_BL2/n_00007.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00007.png
14545,../../data/IRS/SCLRestaurant001_BL2/l_00008.png,../../data/IRS/SCLRestaurant001_BL2/d_00008.exr,../../data/IRS/SCLRestaurant001_BL2/n_00008.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00008.png
14546,../../data/IRS/SCLRestaurant001_BL2/l_00009.png,../../data/IRS/SCLRestaurant001_BL2/d_00009.exr,../../data/IRS/SCLRestaurant001_BL2/n_00009.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00009.png
14547,../../data/IRS/SCLRestaurant001_BL2/l_00010.png,../../data/IRS/SCLRestaurant001_BL2/d_00010.exr,../../data/IRS/SCLRestaurant001_BL2/n_00010.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00010.png
14548,../../data/IRS/SCLRestaurant001_BL2/l_00011.png,../../data/IRS/SCLRestaurant001_BL2/d_00011.exr,../../data/IRS/SCLRestaurant001_BL2/n_00011.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00011.png
14549,../../data/IRS/SCLRestaurant001_BL2/l_00012.png,../../data/IRS/SCLRestaurant001_BL2/d_00012.exr,../../data/IRS/SCLRestaurant001_BL2/n_00012.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00012.png
14550,../../data/IRS/SCLRestaurant001_BL2/l_00013.png,../../data/IRS/SCLRestaurant001_BL2/d_00013.exr,../../data/IRS/SCLRestaurant001_BL2/n_00013.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00013.png
14551,../../data/IRS/SCLRestaurant001_BL2/l_00014.png,../../data/IRS/SCLRestaurant001_BL2/d_00014.exr,../../data/IRS/SCLRestaurant001_BL2/n_00014.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00014.png
14552,../../data/IRS/SCLRestaurant001_BL2/l_00015.png,../../data/IRS/SCLRestaurant001_BL2/d_00015.exr,../../data/IRS/SCLRestaurant001_BL2/n_00015.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00015.png
14553,../../data/IRS/SCLRestaurant001_BL2/l_00016.png,../../data/IRS/SCLRestaurant001_BL2/d_00016.exr,../../data/IRS/SCLRestaurant001_BL2/n_00016.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00016.png
14554,../../data/IRS/SCLRestaurant001_BL2/l_00017.png,../../data/IRS/SCLRestaurant001_BL2/d_00017.exr,../../data/IRS/SCLRestaurant001_BL2/n_00017.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00017.png
14555,../../data/IRS/SCLRestaurant001_BL2/l_00018.png,../../data/IRS/SCLRestaurant001_BL2/d_00018.exr,../../data/IRS/SCLRestaurant001_BL2/n_00018.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00018.png
14556,../../data/IRS/SCLRestaurant001_BL2/l_00019.png,../../data/IRS/SCLRestaurant001_BL2/d_00019.exr,../../data/IRS/SCLRestaurant001_BL2/n_00019.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00019.png
14557,../../data/IRS/SCLRestaurant001_BL2/l_00021.png,../../data/IRS/SCLRestaurant001_BL2/d_00021.exr,../../data/IRS/SCLRestaurant001_BL2/n_00021.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00021.png
14558,../../data/IRS/SCLRestaurant001_BL2/l_00022.png,../../data/IRS/SCLRestaurant001_BL2/d_00022.exr,../../data/IRS/SCLRestaurant001_BL2/n_00022.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00022.png
14559,../../data/IRS/SCLRestaurant001_BL2/l_00023.png,../../data/IRS/SCLRestaurant001_BL2/d_00023.exr,../../data/IRS/SCLRestaurant001_BL2/n_00023.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00023.png
14560,../../data/IRS/SCLRestaurant001_BL2/l_00024.png,../../data/IRS/SCLRestaurant001_BL2/d_00024.exr,../../data/IRS/SCLRestaurant001_BL2/n_00024.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00024.png
14561,../../data/IRS/SCLRestaurant001_BL2/l_00025.png,../../data/IRS/SCLRestaurant001_BL2/d_00025.exr,../../data/IRS/SCLRestaurant001_BL2/n_00025.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00025.png
14562,../../data/IRS/SCLRestaurant001_BL2/l_00026.png,../../data/IRS/SCLRestaurant001_BL2/d_00026.exr,../../data/IRS/SCLRestaurant001_BL2/n_00026.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00026.png
14563,../../data/IRS/SCLRestaurant001_BL2/l_00027.png,../../data/IRS/SCLRestaurant001_BL2/d_00027.exr,../../data/IRS/SCLRestaurant001_BL2/n_00027.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00027.png
14564,../../data/IRS/SCLRestaurant001_BL2/l_00028.png,../../data/IRS/SCLRestaurant001_BL2/d_00028.exr,../../data/IRS/SCLRestaurant001_BL2/n_00028.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00028.png
14565,../../data/IRS/SCLRestaurant001_BL2/l_00029.png,../../data/IRS/SCLRestaurant001_BL2/d_00029.exr,../../data/IRS/SCLRestaurant001_BL2/n_00029.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00029.png
14566,../../data/IRS/SCLRestaurant001_BL2/l_00030.png,../../data/IRS/SCLRestaurant001_BL2/d_00030.exr,../../data/IRS/SCLRestaurant001_BL2/n_00030.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00030.png
14567,../../data/IRS/SCLRestaurant001_BL2/l_00031.png,../../data/IRS/SCLRestaurant001_BL2/d_00031.exr,../../data/IRS/SCLRestaurant001_BL2/n_00031.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00031.png
14568,../../data/IRS/SCLRestaurant001_BL2/l_00032.png,../../data/IRS/SCLRestaurant001_BL2/d_00032.exr,../../data/IRS/SCLRestaurant001_BL2/n_00032.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00032.png
14569,../../data/IRS/SCLRestaurant001_BL2/l_00033.png,../../data/IRS/SCLRestaurant001_BL2/d_00033.exr,../../data/IRS/SCLRestaurant001_BL2/n_00033.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00033.png
14570,../../data/IRS/SCLRestaurant001_BL2/l_00034.png,../../data/IRS/SCLRestaurant001_BL2/d_00034.exr,../../data/IRS/SCLRestaurant001_BL2/n_00034.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00034.png
14571,../../data/IRS/SCLRestaurant001_BL2/l_00035.png,../../data/IRS/SCLRestaurant001_BL2/d_00035.exr,../../data/IRS/SCLRestaurant001_BL2/n_00035.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00035.png
14572,../../data/IRS/SCLRestaurant001_BL2/l_00036.png,../../data/IRS/SCLRestaurant001_BL2/d_00036.exr,../../data/IRS/SCLRestaurant001_BL2/n_00036.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00036.png
14573,../../data/IRS/SCLRestaurant001_BL2/l_00037.png,../../data/IRS/SCLRestaurant001_BL2/d_00037.exr,../../data/IRS/SCLRestaurant001_BL2/n_00037.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00037.png
14574,../../data/IRS/SCLRestaurant001_BL2/l_00038.png,../../data/IRS/SCLRestaurant001_BL2/d_00038.exr,../../data/IRS/SCLRestaurant001_BL2/n_00038.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00038.png
14575,../../data/IRS/SCLRestaurant001_BL2/l_00039.png,../../data/IRS/SCLRestaurant001_BL2/d_00039.exr,../../data/IRS/SCLRestaurant001_BL2/n_00039.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00039.png
14576,../../data/IRS/SCLRestaurant001_BL2/l_00041.png,../../data/IRS/SCLRestaurant001_BL2/d_00041.exr,../../data/IRS/SCLRestaurant001_BL2/n_00041.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00041.png
14577,../../data/IRS/SCLRestaurant001_BL2/l_00042.png,../../data/IRS/SCLRestaurant001_BL2/d_00042.exr,../../data/IRS/SCLRestaurant001_BL2/n_00042.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00042.png
14578,../../data/IRS/SCLRestaurant001_BL2/l_00043.png,../../data/IRS/SCLRestaurant001_BL2/d_00043.exr,../../data/IRS/SCLRestaurant001_BL2/n_00043.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00043.png
14579,../../data/IRS/SCLRestaurant001_BL2/l_00044.png,../../data/IRS/SCLRestaurant001_BL2/d_00044.exr,../../data/IRS/SCLRestaurant001_BL2/n_00044.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00044.png
14580,../../data/IRS/SCLRestaurant001_BL2/l_00045.png,../../data/IRS/SCLRestaurant001_BL2/d_00045.exr,../../data/IRS/SCLRestaurant001_BL2/n_00045.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00045.png
14581,../../data/IRS/SCLRestaurant001_BL2/l_00046.png,../../data/IRS/SCLRestaurant001_BL2/d_00046.exr,../../data/IRS/SCLRestaurant001_BL2/n_00046.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00046.png
14582,../../data/IRS/SCLRestaurant001_BL2/l_00047.png,../../data/IRS/SCLRestaurant001_BL2/d_00047.exr,../../data/IRS/SCLRestaurant001_BL2/n_00047.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00047.png
14583,../../data/IRS/SCLRestaurant001_BL2/l_00048.png,../../data/IRS/SCLRestaurant001_BL2/d_00048.exr,../../data/IRS/SCLRestaurant001_BL2/n_00048.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00048.png
14584,../../data/IRS/SCLRestaurant001_BL2/l_00049.png,../../data/IRS/SCLRestaurant001_BL2/d_00049.exr,../../data/IRS/SCLRestaurant001_BL2/n_00049.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00049.png
14585,../../data/IRS/SCLRestaurant001_BL2/l_00050.png,../../data/IRS/SCLRestaurant001_BL2/d_00050.exr,../../data/IRS/SCLRestaurant001_BL2/n_00050.exr,../../data/depthanything/IRS/SCLRestaurant001_BL2/l_00050.png
