,Unnamed: 0,image,depth,dataset,normal,control_geo
9603,9603,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_final_preview/frame.0075.tonemap.jpg,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_geometry_hdf5/frame.0075.depth_meters.hdf5,hy,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_geometry_preview/frame.0075.normal_cam.png,../../data/depthanything/hy/ai_011_008/ai_011_008/images/scene_cam_01_final_preview/frame.0075.tonemap.png
9604,9604,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_final_preview/frame.0076.tonemap.jpg,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_geometry_hdf5/frame.0076.depth_meters.hdf5,hy,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_geometry_preview/frame.0076.normal_cam.png,../../data/depthanything/hy/ai_011_008/ai_011_008/images/scene_cam_01_final_preview/frame.0076.tonemap.png
9605,9605,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_final_preview/frame.0086.tonemap.jpg,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_geometry_hdf5/frame.0086.depth_meters.hdf5,hy,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_geometry_preview/frame.0086.normal_cam.png,../../data/depthanything/hy/ai_011_008/ai_011_008/images/scene_cam_01_final_preview/frame.0086.tonemap.png
9606,9606,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_final_preview/frame.0074.tonemap.jpg,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_geometry_hdf5/frame.0074.depth_meters.hdf5,hy,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_geometry_preview/frame.0074.normal_cam.png,../../data/depthanything/hy/ai_011_008/ai_011_008/images/scene_cam_01_final_preview/frame.0074.tonemap.png
9607,9607,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_final_preview/frame.0084.tonemap.jpg,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_geometry_hdf5/frame.0084.depth_meters.hdf5,hy,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_geometry_preview/frame.0084.normal_cam.png,../../data/depthanything/hy/ai_011_008/ai_011_008/images/scene_cam_01_final_preview/frame.0084.tonemap.png
9608,9608,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_final_preview/frame.0069.tonemap.jpg,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_geometry_hdf5/frame.0069.depth_meters.hdf5,hy,../../data/hy/ai_011_008/ai_011_008/images/scene_cam_01_geometry_preview/frame.0069.normal_cam.png,../../data/depthanything/hy/ai_011_008/ai_011_008/images/scene_cam_01_final_preview/frame.0069.tonemap.png
9609,9609,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0001.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0001.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0001.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0001.tonemap.png
9610,9610,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0002.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0002.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0002.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0002.tonemap.png
9611,9611,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0003.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0003.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0003.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0003.tonemap.png
9612,9612,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0005.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0005.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0005.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0005.tonemap.png
9613,9613,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0004.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0004.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0004.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0004.tonemap.png
9614,9614,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0006.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0006.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0006.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0006.tonemap.png
9615,9615,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0008.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0008.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0008.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0008.tonemap.png
9616,9616,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0025.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0025.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0025.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0025.tonemap.png
9617,9617,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0027.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0027.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0027.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0027.tonemap.png
9618,9618,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0028.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0028.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0028.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0028.tonemap.png
9619,9619,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0037.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0037.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0037.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0037.tonemap.png
9620,9620,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0038.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0038.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0038.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0038.tonemap.png
9621,9621,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0029.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0029.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0029.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0029.tonemap.png
9622,9622,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0034.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0034.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0034.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0034.tonemap.png
9623,9623,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0057.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0057.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0057.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0057.tonemap.png
9624,9624,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0063.tonemap.jpg,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_hdf5/frame.0063.depth_meters.hdf5,hy,../../data/hy/ai_011_009/ai_011_009/images/scene_cam_01_geometry_preview/frame.0063.normal_cam.png,../../data/depthanything/hy/ai_011_009/ai_011_009/images/scene_cam_01_final_preview/frame.0063.tonemap.png
9625,9625,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0037.tonemap.jpg,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_hdf5/frame.0037.depth_meters.hdf5,hy,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_preview/frame.0037.normal_cam.png,../../data/depthanything/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0037.tonemap.png
9626,9626,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0053.tonemap.jpg,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_hdf5/frame.0053.depth_meters.hdf5,hy,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_preview/frame.0053.normal_cam.png,../../data/depthanything/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0053.tonemap.png
9627,9627,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0066.tonemap.jpg,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_hdf5/frame.0066.depth_meters.hdf5,hy,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_preview/frame.0066.normal_cam.png,../../data/depthanything/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0066.tonemap.png
9628,9628,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0081.tonemap.jpg,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_hdf5/frame.0081.depth_meters.hdf5,hy,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_preview/frame.0081.normal_cam.png,../../data/depthanything/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0081.tonemap.png
9629,9629,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0079.tonemap.jpg,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_hdf5/frame.0079.depth_meters.hdf5,hy,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_preview/frame.0079.normal_cam.png,../../data/depthanything/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0079.tonemap.png
9630,9630,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0082.tonemap.jpg,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_hdf5/frame.0082.depth_meters.hdf5,hy,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_preview/frame.0082.normal_cam.png,../../data/depthanything/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0082.tonemap.png
9631,9631,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0083.tonemap.jpg,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_hdf5/frame.0083.depth_meters.hdf5,hy,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_preview/frame.0083.normal_cam.png,../../data/depthanything/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0083.tonemap.png
9632,9632,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0089.tonemap.jpg,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_hdf5/frame.0089.depth_meters.hdf5,hy,../../data/hy/ai_011_010/ai_011_010/images/scene_cam_00_geometry_preview/frame.0089.normal_cam.png,../../data/depthanything/hy/ai_011_010/ai_011_010/images/scene_cam_00_final_preview/frame.0089.tonemap.png
9633,9633,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0000.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0000.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0000.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0000.tonemap.png
9634,9634,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0001.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0001.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0001.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0001.tonemap.png
9635,9635,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0002.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0002.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0002.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0002.tonemap.png
9636,9636,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0003.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0003.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0003.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0003.tonemap.png
9637,9637,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0005.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0005.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0005.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0005.tonemap.png
9638,9638,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0004.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0004.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0004.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0004.tonemap.png
9639,9639,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0009.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0009.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0009.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0009.tonemap.png
9640,9640,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0014.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0014.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0014.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0014.tonemap.png
9641,9641,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0019.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0019.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0019.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0019.tonemap.png
9642,9642,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0006.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0006.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0006.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0006.tonemap.png
9643,9643,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0007.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0007.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0007.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0007.tonemap.png
9644,9644,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0010.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0010.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0010.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0010.tonemap.png
9645,9645,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0011.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0011.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0011.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0011.tonemap.png
9646,9646,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0012.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0012.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0012.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0012.tonemap.png
9647,9647,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0013.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0013.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0013.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0013.tonemap.png
9648,9648,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0015.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0015.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0015.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0015.tonemap.png
9649,9649,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0018.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0018.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0018.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0018.tonemap.png
9650,9650,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0020.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0020.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0020.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0020.tonemap.png
9651,9651,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0021.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0021.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0021.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0021.tonemap.png
9652,9652,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0022.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0022.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0022.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0022.tonemap.png
9653,9653,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0023.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0023.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0023.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0023.tonemap.png
9654,9654,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0025.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0025.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0025.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0025.tonemap.png
9655,9655,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0026.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0026.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0026.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0026.tonemap.png
9656,9656,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0027.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0027.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0027.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0027.tonemap.png
9657,9657,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0030.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0030.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0030.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0030.tonemap.png
9658,9658,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0032.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0032.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0032.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0032.tonemap.png
9659,9659,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0033.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0033.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0033.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0033.tonemap.png
9660,9660,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0035.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0035.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0035.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0035.tonemap.png
9661,9661,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0036.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0036.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0036.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0036.tonemap.png
9662,9662,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0037.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0037.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0037.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0037.tonemap.png
9663,9663,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0040.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0040.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0040.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0040.tonemap.png
9664,9664,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0041.tonemap.jpg,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_hdf5/frame.0041.depth_meters.hdf5,hy,../../data/hy/ai_012_004/ai_012_004/images/scene_cam_00_geometry_preview/frame.0041.normal_cam.png,../../data/depthanything/hy/ai_012_004/ai_012_004/images/scene_cam_00_final_preview/frame.0041.tonemap.png
