,image,depth,dataset,normal,control_geo
6398,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00023.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00023.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00023.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00023.png
6399,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00024.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00024.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00024.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00024.png
6400,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00025.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00025.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00025.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00025.png
6401,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00026.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00026.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00026.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00026.png
6402,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00027.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00027.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00027.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00027.png
6403,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00028.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00028.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00028.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00028.png
6404,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00029.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00029.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00029.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00029.png
6405,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00030.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00030.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00030.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00030.png
6406,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00031.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00031.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00031.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00031.png
6407,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00032.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00032.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00032.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00032.png
6408,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00033.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00033.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00033.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00033.png
6409,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00034.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00034.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00034.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00034.png
6410,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00035.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00035.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00035.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00035.png
6411,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00036.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00036.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00036.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00036.png
6412,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00037.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00037.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00037.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00037.png
6413,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00038.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00038.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00038.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00038.png
6414,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00039.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00039.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00039.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00039.png
6415,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00040.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00040.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00040.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00040.png
6416,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00041.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00041.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00041.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00041.png
6417,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00042.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00042.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00042.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00042.png
6418,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00043.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00043.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00043.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00043.png
6419,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00044.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00044.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00044.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00044.png
6420,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00045.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00045.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00045.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00045.png
6421,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00046.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00046.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00046.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00046.png
6422,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00047.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00047.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00047.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00047.png
6423,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00048.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00048.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00048.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00048.png
6424,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00049.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00049.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00049.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00049.png
6425,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00050.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00050.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00050.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00050.png
6426,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00051.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00051.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00051.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00051.png
6427,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00052.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00052.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00052.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00052.png
6428,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00053.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00053.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00053.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00053.png
6429,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00054.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00054.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00054.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00054.png
6430,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00055.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00055.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00055.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00055.png
6431,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00056.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00056.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00056.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00056.png
6432,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00057.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00057.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00057.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00057.png
6433,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00058.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00058.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00058.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00058.png
6434,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00059.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00059.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00059.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00059.png
6435,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00060.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00060.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00060.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00060.png
6436,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00061.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00061.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00061.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00061.png
6437,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00062.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00062.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00062.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00062.png
6438,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00063.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00063.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00063.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00063.png
6439,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00064.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00064.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00064.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00064.png
6440,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00065.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00065.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00065.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00065.png
6441,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00066.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00066.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00066.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00066.png
6442,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00067.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00067.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00067.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00067.png
6443,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00068.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00068.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00068.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00068.png
6444,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00069.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00069.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00069.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00069.png
6445,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00070.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00070.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00070.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00070.png
6446,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00071.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00071.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00071.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00071.png
6447,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00072.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00072.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00072.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00072.png
6448,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00073.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00073.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00073.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00073.png
6449,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00074.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00074.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00074.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00074.png
6450,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00075.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00075.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00075.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00075.png
6451,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00076.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00076.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00076.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00076.png
6452,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00077.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00077.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00077.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00077.png
6453,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00078.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00078.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00078.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00078.png
6454,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00079.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00079.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00079.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00079.png
6455,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00080.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00080.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00080.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00080.png
6456,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00081.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00081.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00081.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00081.png
6457,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00082.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00082.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00082.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00082.png
6458,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00083.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00083.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00083.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00083.png
6459,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00084.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00084.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00084.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00084.png
6460,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00085.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00085.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00085.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00085.png
6461,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00086.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00086.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00086.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00086.png
6462,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00087.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00087.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00087.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00087.png
6463,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00088.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00088.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00088.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00088.png
6464,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00089.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00089.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00089.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00089.png
6465,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00090.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00090.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00090.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00090.png
6466,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00091.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00091.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00091.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00091.png
6467,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00092.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00092.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00092.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00092.png
6468,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00093.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00093.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00093.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00093.png
6469,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00094.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00094.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00094.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00094.png
6470,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00095.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00095.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00095.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00095.png
6471,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00096.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00096.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00096.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00096.png
6472,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00097.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00097.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00097.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00097.png
6473,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00098.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00098.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00098.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00098.png
6474,../../data/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00099.jpg,../../data/vkitti/depth/Scene18/clone/frames/depth/Camera_1/depth_00099.png,vkitti,../../data/vkitti/normal/Scene18/clone/frames/normal/Camera_1/normal_00099.png,../../data/depthanything/vkitti/rgb/Scene18/clone/frames/rgb/Camera_1/rgb_00099.png
